Name,NSE Symbol,BSE Code,_id,Market Capitalization,Close Price,Industry,Sector,Price To Earnings,Price To Sales,Revenue Growth TTM,PAT Growth TTM,PAT Growth QoQ,Price To Book Value,Returns 1W,Returns 1M,Returns 3M,Returns 6M,Strength Vs Nifty 500 Monthly,SMA 20D,EV To EBITDA,Fixed Assets 3 Years Back,52WH Distance,52WL,Strength Vs Nifty 500 Weekly,Debt To Equity,Debt To Equity 3 Years Back,Change In DII Holdings 1 Year,Change In FII Holdings 1 Year,Promoter Holdings,Change In Promoter Holdings 1 Year,ROCE,PBT Growth TTM,Fixed Assets Latest Year
Greenply Industries Ltd,GREENPLY,526797,GREENPLY,4848,391.75,Decoratives - Wood-based,Plywood Boards/Laminates,49.8,2.04,33.2,42.7,17.1,6.84,3.11,5.03,40.2,71,9,389,22.3,308,4.9,158.45,44,0.77,0.46,-2.47,2.76,52,-0.13,11.4,16.7,865
Gretex Corporate Services Ltd,null,543324,543324,660,573.25,Finance - Investment / Others,Finance,19.3,4.62,null,null,-49.4,6.07,5.47,9.19,10.4,83.2,null,529,13.5,3.18,7.09,189.1,null,0.04,0.36,0,0,66.2,-7.24,41.6,null,30.6
Grindwell Norton Ltd,GRINDWELL,506076,GRINDWELL,26966,2435.55,Abrasives and Grinding Wheels,Capital Goods-Non Electrical Equipment,71,9.96,5.74,3.83,0.74,13.2,0.43,-0.75,-10.3,28.5,-7,2455,46.4,370,17.7,1922.6,-36,0.04,0.01,0.76,0.29,58,0,24.1,2.03,756
Gufic BioSciences Ltd,GUFICBIO,509079,GUFICBIO,4048,403.7,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S,Pharmaceuticals,46.9,4.97,13.1,8.95,4.04,7.6,2.98,16.8,13.1,40,0,396,29.6,100,6.98,252,0,0.63,0.35,1.22,-0.47,72.5,-2.49,15.1,9.43,159
Gujarat Alkalies & Chemicals Ltd,GUJALKALI,530001,GUJALKALI,6196,843.75,Chlor-Alkali,Chemicals,null,1.6,-10,-238,3.59,1.02,3.13,17.1,6.92,20.3,-19,793,48.1,2587,2.88,690.7,-86,0.09,0.09,2.03,-0.07,46.3,0,-3.87,-139,4617
Gujarat Ambuja Exports Ltd,GAEL,524226,GAEL,6338,138.18,Starch,Miscellaneous,18,1.31,1.15,23.1,-16.1,2.29,-1.59,6.82,-6.86,-23.2,-5,141,11,731,34.4,129.74,-22,0.07,0.1,1.24,0.25,63.8,0,15.7,20.6,1037
Gujarat Apollo Industries Ltd,GUJAPOLLO,522217,GUJAPOLLO,450,381.55,Engineering - Heavy - General - Medium / Small,Capital Goods-Non Electrical Equipment,38.2,8.59,-6.26,-12.1,495,0.93,2.68,38,54.7,58.2,0,373,22.2,37.1,7.99,212,3,0.04,0.03,0,0.01,54.6,-1.06,3.1,25,107
Gujarat Fluorochemicals Ltd,FLUOROCHEM,542812,FLUOROCHEM,49268,4485.05,Chemicals - Speciality - Large,Chemicals,144,11.6,-23.6,-72,6.93,8.31,12.8,30.9,37.3,40,0,3550,54.2,2357,0.56,2739.9,0,0.35,0.41,3.97,-1.24,62.6,-1.23,9.05,-71.1,4261
Gujarat Gas Ltd,GUJGASLTD,539336,GUJGASLTD,43389,630.3,Gas Distribution,Gas Distribution,35.6,2.65,6.43,-7.64,-19.4,5.63,-3.59,4.84,-0.28,16,0,630,19.4,6039,8.65,404.6,1,0.02,0.22,1.65,-0.15,60.9,0,19.8,-9.53,7761
Gujarat Industries Power Co Ltd,GIPCL,517300,GIPCL,3422,226.24,Power Generation And Supply,Power Generation & Distribution,16.4,2.58,-4.95,14.2,2.42,1.03,-1.06,4.84,-3.41,35.4,14,233,7.4,2628,16.2,139.3,66,0.19,0.17,-0.13,0.26,55.4,-0.26,6.69,8.57,2981
Gujarat Mineral Development Corporation Ltd,GMDCLTD,532181,GMDCLTD,11896,374.1,Mining / Minerals,Mining & Mineral products,20.4,4.73,-19,-45.9,-11.1,1.95,2.85,3.9,-6.86,6.72,0,368,13,1495,26.1,270.5,0,0,0,-0.52,-1.49,74,0,13.3,-47.1,1466
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,500670,GNFC,9618,654.55,Chemicals - Inorganic - Medium / Small,Chemicals,18.2,1.16,-9.63,-47.4,-9.45,1.16,-2.66,0.61,-4.28,4.48,-6,675,7.93,3703,19.7,605.95,-31,0,0,2.6,-0.47,41.3,0.12,7.52,-46.2,3201
Gujarat Pipavav Port Ltd,GPPL,533248,GPPL,10928,226.05,Miscellaneous - Medium / Small,Marine Port & Services,26.6,10.7,10.2,19.3,66.6,4.72,0.72,-1.5,12.4,9.81,18,229,15.4,1467,9.83,122.2,83,0.03,0.02,-5.61,-2.48,44,0,22.2,31.9,1358
Gujarat State Fertilizers & Chemicals Ltd,GSFC,500690,GSFC,8901,223.38,Fertilizers - Nitrogenous / Phosphatic,Fertilizers,16.5,0.96,-11.1,-47.8,258,0.7,-1.19,0.07,-0.41,7.06,0,232,7.59,2804,30.7,169.7,-2,0,0,2.35,-7.22,37.8,0,5.61,-43.7,2549
Gujarat State Petronet Ltd,GSPL,532702,GSPL,23426,415.2,Gas Distribution,Gas Distribution,14.1,1.31,7.35,6.95,-20.6,2.16,-4.38,30.3,36.2,22.4,0,410,5.96,9496,11.6,266.35,2,0.01,0.24,-1.62,-0.7,37.6,0,26.7,3.8,10778
Gujarat Themis Biosyn Ltd,null,506879,506879,3809,349.55,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,69.6,24,3.92,-5.53,-16.7,18.9,2.48,-2.22,12.9,42,37,352,48.9,18.9,10.3,117.34,38,0.01,0.07,1.15,1.42,70.9,-4.13,39,-5.53,38
Gulf Oil Lubricants India Ltd,GULFOILLUB,538567,GULFOILLUB,6821,1385.3,Lubricants,Chemicals,20.9,2.02,8.99,32.2,-3.05,5.27,2.45,3.15,43.7,54,13,1393,12.3,null,8.47,529.95,59,0.28,null,-0.53,1.96,71.8,-0.25,26.3,31.8,277
Gulshan Polyols Ltd,GULPOLY,532457,GULPOLY,1572,252.07,Starch,Miscellaneous,68.1,1.02,27.9,-41.8,47.3,2.66,9.31,35.4,21.4,46.4,-13,223,23.8,null,3.04,168.25,-62,0.6,null,-3.13,0,66.7,0.03,4.02,-29.6,518
H T Media Ltd,HTMEDIA,532662,HTMEDIA,578,24.83,Entertainment - Electronic Media,Media - Print/Television/Radio,null,0.34,-0.24,56.7,-8800,0.34,2.22,-0.12,-7.73,-1.86,-3,25.1,35.7,840,32.7,24,-11,0.52,0.34,0,-0.05,69.5,0,-0.01,38.2,599
HBL Power Systems Ltd,HBLPOWER,517271,HBLPOWER,17821,642.9,Auto Ancillaries - Batteries,Auto Ancillaries,54.5,7.8,50.8,122,15.7,14.6,6.83,0.61,34.6,36,46,635,38.7,279,11.2,251.8,202,0.06,0.09,0.93,2.03,59.1,0.01,28.9,152,354
HCL Infosystems Ltd,HCL-INSYS,500179,HCL-INSYS,621,18.87,Computers - Hardware - Medium / Small,IT - Hardware,null,21.9,-15.8,59.4,25.3,-2.31,21.4,18,5.89,17.6,-3,16.4,-59.3,35.5,28.5,14.4,-16,-1.32,-2.24,-0.04,-0.16,62.9,0,-32,40.4,2.51
HCL Technologies Ltd,HCLTECH,532281,HCLTECH,491675,1811.85,Computers - Software - Large,IT - Software,29.9,4.4,7.08,8.9,6.61,7.19,3.73,8.61,26.6,9.99,1,1751,17.8,37145,0.68,1238.2,4,0.08,0.11,0.44,-0.53,60.8,0,28.4,10.7,35063
HDFC Asset Management Company Ltd,HDFCAMC,541729,HDFCAMC,94694,4433,NBFC-Asset Management Companies,Finance,45.7,34,25.5,30.4,11.6,13.4,0.72,5.14,10.4,16.1,14,4424,34.7,null,2.49,2652,61,0,null,-4.42,7.62,52.5,-0.03,34.6,29.2,153
HDFC Bank Ltd,HDFCBANK,500180,HDFCBANK,1274306,1670.95,Banks - Private Sector,Banks,18.7,4.06,70.1,43.5,-4.58,2.7,1.48,2.38,4.64,15,-13,1642,16.2,5248,6.86,1391.5,-57,0,7.18,10.2,13.8,0,-25.5,1.61,26.7,12604
HDFC Life Insurance Company Ltd,HDFCLIFE,540777,HDFCLIFE,150946,701.35,Life Insurance,Insurance,92.3,1.45,19.5,14.9,16.4,9.84,-4.68,1.73,17.2,10.9,-8,729,162,null,7.86,551.9,-40,0.06,null,5.08,-4.25,50.4,0.03,0.3,23.5,null
HEG Ltd,HEG,509631,HEG,8257,2139.3,Electrodes - Graphites,Capital Goods-Non Electrical Equipment,42.2,3.6,-5.05,-58.6,-30,1.87,6.28,7.59,-2.68,13.7,-2,2015,17.6,691,22,1584,-9,0.14,0.09,6.28,-0.67,55.8,0,8.53,-65.9,1809
HFCL Ltd,HFCL,500183,HFCL,21585,149.62,Engineering - Turnkey Services,Telecomm Equipment & Infra Services,57.8,4.66,-1.26,9.71,1.18,5.44,-2.51,13.6,26.9,66.1,7,149,31.7,508,6.87,63.9,34,0.25,0.49,6.13,-0.51,37.6,-1.61,12.2,1.95,652
HG Infra Engineering Ltd,HGINFRA,541019,HGINFRA,10474,1607.15,Construction - Civil / Turnkey - Large,Infrastructure Developers & Operators,19.4,1.89,14.1,3.18,-14.5,4.26,10,4.57,-7.52,80.6,3,1546,10.2,484,14.5,826.55,17,0.62,0.72,-1.01,0.45,74.5,0,23.6,3.62,736
HLE Glascoat Ltd,HLEGLAS,522215,HLEGLAS,2750,402.8,Engineering - Heavy - Glass-lined Equipment,Capital Goods-Non Electrical Equipment,93.9,2.76,8.01,-41.9,-63.4,6.8,-0.67,-1.23,-9.93,-8.34,-27,411,26.9,119,32.6,408.05,-108,0.93,0.7,3.04,-0.04,66.7,-3.63,10.9,-36.2,540
HLV Ltd,HLVLTD,500193,HLVLTD,1315,19.95,Hotels - Medium,Hotels & Restaurants,55.4,6.61,13.1,92.6,-84.3,2.96,-1.82,3.48,-26.5,-12.9,0,20.9,30.5,273,52.5,19.5,-2,0.07,0.13,0,0.06,45.4,-4.22,5.49,141,268
HMA Agro Industries Ltd,HMAAGRO,543929,HMAAGRO,2530,50.52,Food - Processing - Others,FMCG,43.6,0.56,35.8,-51.3,-52.6,3.53,1.75,2.08,-8.49,-2.75,null,50.5,22.8,92.5,39.9,49.99,-7,0.69,0.7,0.03,-2.76,83.6,0,12.1,-51.3,295
HMT Ltd,HMT,500191,HMT,3291,92.54,Engineering - Heavy - General - Medium / Small,Engineering,null,22.1,-31.7,2227,-101,-1.88,15.5,7.83,60,92.8,15,86,1.52,63.6,11.9,37.3,59,-0.59,-0.03,0,0,93.7,0,9,-15.8,42.1
HP Adhesives Ltd,HPAL,543433,HPAL,904,98.42,Chemicals - Speciality - Medium / Small,Chemicals,42.1,3.81,2.6,55,0.36,5.35,-0.04,2.77,-1.2,-0.69,-3,98.8,24.7,19.2,24.9,88.98,-19,0.02,3.36,1.63,-0.02,71.3,0,17.4,44.6,52
HPC Biosciences Ltd,null,535217,535217,410,25.68,Miscellaneous - Medium / Small,Miscellaneous,null,4100,-79.6,56,-240,12.8,null,null,null,null,null,28.9,1462,4.91,1.98,25.68,null,0,0,0,0,21.9,0,0.09,1300,3.07
HPL Electric & Power Ltd,HPL,540136,HPL,3757,584.3,Electric Equipment - General - Large,Capital Goods - Electrical Equipment,70,2.45,19.1,73.8,24.1,4.53,0.37,-5.37,33.6,94.8,22,617,20.7,494,15.8,192,103,0.76,0.76,-0.01,0.31,72.7,0,10.7,68,451
Halder Venture Ltd,null,539854,539854,287,907,Trading - Medium / Small,Trading,19.3,0.43,68.1,452,-57.5,4.82,2.49,7.72,40,274,4,878,11.1,27.2,0.09,236.5,21,4.01,2.01,0,0,65.7,0,12.1,343,49.2
Haldyn Glass Ltd,null,515147,515147,898,167.1,Glass - Containers / Others,Glass & Glass Products,43.7,2.87,-0.95,-30.5,-24.6,4.5,19.4,34.7,13.9,12.2,0,136,15,44.9,11.5,103,0,0.62,0.04,1.74,0,58.1,0,11.8,-28.2,240
Hampton Sky Realty Ltd,null,526407,526407,830,30.28,Finance - Investment / Others,Finance,33.6,3.44,193,22536,18,5.96,5.76,8.26,-0.1,-20.4,-8,29.1,14.8,2.3,48.7,27.4,-40,0.42,0.03,0.08,2.31,74.9,0.08,17.1,9221,6.23
Happiest Minds Technologies Ltd,HAPPSTMNDS,543227,HAPPSTMNDS,12300,807.75,Computers - Software - Medium / Small,IT - Software,53.1,7.24,13.9,3.43,-29.1,8.31,1.26,5.44,-8.42,1.91,-27,806,26.4,128,16.6,761.85,-118,0.35,0.35,1.6,0.78,44.2,-9.02,18.9,-2.82,413
Happy Forgings Ltd,HAPPYFORGE,544057,HAPPYFORGE,11437,1214.05,Forgings - Large,"Castings, Forgings & Fastners",47.1,8.43,null,null,-3.01,7.1,4.79,0.51,1.97,45.9,null,1197,28.5,null,6.61,830.4,null,0.09,null,null,null,78.6,null,19.1,null,744
Hardwyn India Ltd,HARDWYN,541276,HARDWYN,1409,40.4,Trading - Medium / Small,Trading,139,10.1,9.45,8.73,-63.6,3.67,32.9,44.4,20.8,20.8,-4,31.3,84.9,0.05,22.3,28.15,-21,0.02,0,0,-0.36,43.8,0,3.85,9.23,0.9
Hariom Pipe Industries Ltd,HARIOMPIPE,543517,HARIOMPIPE,2285,738.15,Steel - Tubes / Pipes,Steel,38.9,1.82,69.3,13.1,4.41,4.42,-4.67,3.57,28.6,57,-6,799,17.1,58.9,16.9,464.65,-30,0.8,1.13,0.16,7.88,57.2,-3.75,13.1,15,366
Harrisons Malayalam Ltd,HARRMALAYA,500467,HARRMALAYA,434,235.05,Rubber - Products,Plantation & Plantation Products,null,0.89,3.38,-199,41.3,3.02,-2.55,4.28,15.8,48.2,8,233,59,285,11.3,142.45,13,0.68,0.86,0,-0.1,54.1,0,5.56,-129,298
Harsha Engineers International Ltd,HARSHA,543600,HARSHA,4862,534.05,Auto Ancillaries - Others,Auto Ancillaries,39.6,3.5,5.63,5.13,-1.98,4.14,5.71,-0.42,-3.23,38,-8,526,21.7,342,13,378,-5,0.15,0.83,-1.32,-1.06,74.6,0,11.9,5.03,418
Hathway Cable & Datacom Ltd,HATHWAY,533162,HATHWAY,3848,21.74,Telecommunications - Service Provider,Telecomm-Service,40.3,1.94,3.87,42.7,-47,0.9,6.41,4.67,-2.07,6.83,0,21.1,7.51,1602,22.2,17.9,-5,0,0,-0.35,-1.62,75,0,3.3,65.4,1540
Hatsun Agro Product Ltd,HATSUN,531531,HATSUN,27169,1219.7,Food And Dairy Products - Indian - Large,FMCG,85.3,3.31,11.3,63.9,150,17.3,-0.45,-5.76,11.8,7.43,-8,1282,29.6,1929,12.9,999.5,-39,1.72,1.59,1.28,-1.25,73.2,0.06,11.9,61.2,2767
Havells India Ltd,HAVELLS,517354,HAVELLS,124751,1989.9,Electric Equipment - General - Large,Consumer Durables,89.6,6.38,11.8,24.6,-8.77,16.7,5.15,6.05,8.18,34.2,0,1913,53.6,3290,1.64,1254.4,0,0.04,0.1,1.08,1.55,59.4,-0.02,22.6,24.8,3988
Hawkins Cookers Ltd,null,508486,508486,4700,8888.75,Domestic Appliances - Cookers / Others,Consumer Durables,41.2,4.48,3.66,23.2,-26.6,14.1,3.96,3.6,8.62,42.6,-8,8643,27.3,39,2.31,6149.95,-39,0.09,0.16,-0.33,-0.18,56,0,41.6,23.4,72.1
Hazoor Multi Projects Ltd,null,532467,532467,1090,582.65,Construction - Civil / Turnkey - Medium / Small,Infrastructure Developers & Operators,17.4,null,null,null,-82.5,4.62,2.97,56,61.7,74.6,41,492,10.9,13,8.82,121.85,179,0.47,0.13,0,17.8,21.1,-4.85,22.4,null,15.8
Healthcare Global Enterprises Ltd,HCG,539787,HCG,5854,420.1,Hospitals / Medical Services,Healthcare,118,2.97,13.1,173,-41.9,7.08,4.33,18,7.37,23.1,-7,396,18.4,1382,1.85,331.15,-18,1.54,1.37,4.31,-2.52,71.3,-0.1,8.27,62.1,1758
HeidelbergCement India Ltd,HEIDELBERG,500292,HEIDELBERG,5356,236.33,Cement - Major - North India,Cement,34.5,2.33,2.58,55.2,-17.2,3.64,4.11,7.46,7.79,22.3,-6,230,13.6,1618,4.32,179.35,-32,0.09,0.21,1.78,-0.32,69.4,0,16.2,53.3,1410
Hemisphere Properties India Ltd,HEMIPROP,543242,HEMIPROP,5493,192.73,Construction - Factories / Offices / Commercial,Realty,null,9310,31.1,-50,51.8,22.4,0.11,-3.36,-2.61,-0.86,12,199,-908,282,27.3,113.5,48,0.17,0.11,0,0.03,51.1,0,-1.39,-51.3,282
Heranba Industries Ltd,HERANBA,543266,HERANBA,1922,480.25,Pesticides / Agrochemicals - Indian - Large,Agro Chemicals,33.6,1.5,3.73,-13.2,2377,2.28,-1.51,4.79,40.2,56.4,-26,487,15.8,null,9.03,297.1,-129,0.2,null,-0.64,0,74.9,0,6.41,-6.18,445
Hercules Hoists Ltd,HERCULES,505720,HERCULES,1865,582.7,Engineering - Heavy - Material Handling,Capital Goods-Non Electrical Equipment,50.2,10.5,null,null,-49.9,1.97,1.25,-0.33,8.68,13.8,23,590,35.5,null,11.2,304.5,106,0.01,null,0,1.64,69.6,0,4.95,null,33.8
Heritage Foods Ltd,HERITGFOOD,519552,HERITGFOOD,5269,567.8,Food And Dairy Products - Indian - Large,FMCG,35.5,1.35,16.8,119,44.3,6.55,2.86,3.88,-1.63,73,16,559,19.5,575,21.9,217.75,72,0.16,0.07,-11.8,1.25,41.3,-0.27,16.3,100,700
Hero MotoCorp Ltd,HEROMOTOCO,500182,HEROMOTOCO,115578,5779.45,Automobiles - Motorcycles / Mopeds,Automobile,28.3,2.95,13.3,39.8,9.41,6.53,0.59,12.7,-0.43,26,11,5546,18.2,6380,1.95,3003.1,50,0.03,0.04,13.5,1.79,34.8,-0.02,28,30.5,6232
Hester Biosciences Ltd,HESTERBIO,524669,HESTERBIO,2070,2433.4,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,107,6.92,-1.32,-29.8,17,7.09,0.35,-3.86,28.7,81.4,0,2431,31.7,133,28,1343.15,1,0.84,0.47,0,0.07,53.7,0,8.73,-25.1,240
Heubach Colorants India Ltd,HEUBACHIND,506390,HEUBACHIND,1256,544.05,Dyes And Pigments - Large,Chemicals,41.5,1.66,-0.13,25.2,-11.5,2.65,-0.24,23,36.4,25.5,-4,551,17.5,150,16.9,372,-7,0.06,0,1.27,0.08,54.4,0,11.7,-21,172
Hexa Tradex Ltd,HEXATRADEX,534328,HEXATRADEX,1623,293.7,Trading - Medium / Small,Trading,53.9,40.1,-53.2,-34.4,-27.2,0.42,-4.81,19,96,93,2,303,46.2,0.01,21,144.9,6,0.01,0,0.01,0,92.1,0,3.35,25.9,0.03
Hi-Green Carbon Ltd,HIGREEN,null,HIGREEN,651,260.65,Carbon Black,Chemicals,63.4,9.27,-9.88,-16.9,-1.93,8.63,-4.16,38.9,51,60,null,219,36.2,17.3,11.6,80.85,null,0.32,1.8,null,null,71.9,null,15.2,-10.5,18
Hi-Tech Pipes Ltd,HITECH,543411,HITECH,3466,196.82,Steel - Tubes / Pipes,Steel,64.1,1.19,16.4,31.1,62.2,5.89,2.8,9.61,50.4,65.4,24,190,27.4,203,1.29,83,25,0.63,1.44,6.38,1,54,-1.62,10.6,17.5,355
High Energy Batteries (India) Ltd,null,504176,504176,613,684.05,Electric Equipment - General - Medium / Small,Capital Goods - Electrical Equipment,43.6,8.62,-29.6,-41.2,-38.7,6.99,-0.02,-3.33,-18.5,19.5,0,708,29.2,30.8,35.4,515,0,0.05,0.83,-0.35,0,41.3,0.25,27.1,-41.3,37.9
Hikal Ltd,HIKAL,524735,HIKAL,4732,383.8,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,69.9,2.65,-11.5,-28.1,-85,3.99,1.88,20,28.5,42.6,-13,348,20.5,713,5.8,270.8,-60,0.69,0.65,0.38,2.1,68.9,0,7.36,-27,1071
Hil Ltd,HIL,509675,HIL,2243,2974.05,Cement Products,Cement - Products,null,0.65,1.64,-115,11573,1.79,6.54,10.8,2.78,7.78,-28,2843,18.6,1136,6.22,2482.55,-127,0.62,0.43,3.22,-1,40.6,-0.02,1.66,-149,1391
Him Teknoforge Ltd,null,505712,505712,204,259.3,Auto Ancillaries - Gears,Auto Ancillaries,26,0.54,-5.94,-18.3,-41.4,1.13,7.37,19.2,71.8,110,14,233,8.91,153,0,111.95,12,0.83,0.98,0,0.4,53.6,-0.94,8.23,-25.7,178
Himadri Speciality Chemical Ltd,HSCL,500184,HSCL,29287,593.3,Chemicals - Speciality - Large,Chemicals,65.5,6.61,8.78,70,6.6,9.54,11.9,27.6,63.9,88.2,29,533,37.7,1468,1.07,236.9,132,0.2,0.41,1.73,2.2,50.2,5.24,17.5,66.4,1534
Himatsingka Seide Ltd,HIMATSEIDE,514043,HIMATSEIDE,1519,154.25,Textiles - Others,Textiles,14.6,0.52,6.36,425,-13.4,0.98,9.5,8.54,16.9,25.8,-2,147,6.76,3157,17.9,122.8,-15,1.86,2.04,-1.52,1.08,47.6,0,9.8,450,3084
Hind Rectifiers Ltd,HIRECT,504036,HIRECT,1493,870.95,Electronics - Power Devices / Equipment,Consumer Durables,61.8,2.69,44.8,900,35.4,12,-2.8,7.27,27.3,47.1,18,917,35.6,40.6,14,339,72,1.08,0.84,0,-0.44,44,-0.04,14.4,302,89.6
Hindalco Industries Ltd,HINDALCO,500440,HINDALCO,153968,685.15,Aluminium,Non Ferrous Metals,14,0.7,0.83,27.8,-3.15,1.45,4.04,8.04,0.23,28.7,4,681,7.18,100248,4.21,458.45,4,0.53,1.01,-0.54,4.61,34.6,0,10.5,51.2,111764
Hindcon Chemicals Ltd,HINDCON,null,HINDCON,263,51.37,Chemicals - Speciality - Medium / Small,Chemicals,53,4.38,-26.5,-14.7,-26.7,4.99,0,7.42,2.41,4.84,24,53.7,34.5,1.41,26.3,25.19,47,0,0.03,0,0,68.6,0.48,16.8,-15,6.25
Hinduja Global Solutions Ltd,HGS,532859,HGS,4127,887.2,IT Enabled Services / Business Process Outsourcing,IT - Software,62.9,0.9,1.87,-17.1,83.7,0.55,1.69,22.6,3.48,12.3,-14,891,5.41,1578,14.7,735,-66,0.28,0.57,-0.05,0,68,0.28,3.06,-68.7,2734
Hindustan Aeronautics Ltd,HAL,541154,HAL,307459,4597.35,Engineering - Heavy - General - Large,Aerospace & Defence,37.4,9.98,13.2,36.9,-66.6,10.5,-1.28,-3.62,-11.6,48.3,35,4713,23.5,7166,19,1831.75,157,0,0,-1.23,-0.23,71.6,0,25.5,57.6,6737
Hindustan Composites Ltd,HINDCOMPOS,509635,HINDCOMPOS,873,591,Auto Ancillaries - Friction Materials,Auto Ancillaries,26.4,2.92,4.91,19.6,8.78,0.88,4.08,8.32,28.7,46.1,15,595,17,116,11.8,397.55,0,0,0,0,0,75,0,4.32,26.3,138
Hindustan Construction Company Ltd,HCC,500185,HCC,7504,44.67,Construction - Civil / Turnkey - Large,Infrastructure Developers & Operators,null,1.09,-20.1,39.1,-101,-49.6,-1.78,-5.9,-8.16,28.4,15,46.9,6.16,863,22.3,24.19,71,-13.2,-3.63,-5.18,3.99,18.6,0,21,40.2,445
Hindustan Copper Ltd,HINDCOPPER,513599,HINDCOPPER,31230,322.95,Metal - Copper / Copper Alloy Products,Non Ferrous Metals,86.4,17,8.24,26.6,-9.1,13.7,4.53,2.87,-4.14,19.1,14,319,44.3,322,22.3,141.5,64,0.1,1.04,-6.55,1.42,66.1,0,14.9,32.4,1430
Hindustan Foods Ltd,HNDFDS,519126,HNDFDS,6873,599.9,Food - Processing - Others,FMCG,70.9,2.29,14.7,21.7,18.8,12,6.3,4.34,18.9,23.6,-11,576,28.4,308,4.77,476.45,-50,1.13,0.85,6.86,-3.57,63.8,-1.04,12.5,11.7,908
Hindustan Media Ventures Ltd,HMVL,533217,HMVL,693,94.09,Entertainment - Electronic Media,Media - Print/Television/Radio,168,0.99,-2.24,128,-95.2,0.47,5.68,2.13,-8.19,1.5,0,93,33.1,247,26.5,67.55,0,0.06,0.06,0,0.07,74.4,0,0.36,-126,219
Hindustan Motors Ltd,HINDMOTORS,500500,HINDMOTORS,605,29,Automobiles - passenger cars,Automobile,17.6,null,null,1842,-49.8,65.9,0.38,-1.89,-18,74.7,4,30.2,17.5,18.5,40.3,15.4,22,0,0,-0.51,0.03,32.3,0,148,1145,11.6
Hindustan Oil Exploration Company Ltd,HINDOILEXP,500186,HINDOILEXP,3198,241.85,Oil Exploration / Allied Services,Crude Oil & Natural Gas,18.3,4.45,12.7,-11.4,-40.6,2.72,0.73,-3.8,26.7,47.3,0,254,9.87,331,17.6,159.45,4,0.15,0.35,-0.93,1.08,0,0,17.2,-19.6,1244
Hindustan Organic Chemicals Ltd,null,500449,500449,322,47.89,Chemicals - Benzene-based,Chemicals,null,0.52,-5.21,-4.4,-201,-6.24,-0.56,-7.87,5.04,11.6,8,50.5,380,135,27.4,31.99,37,-16.2,-4129,0,0,58.8,0,1.98,-11.2,225
Hindustan Petroleum Corporation Ltd,HINDPETRO,500104,HINDPETRO,87283,410.2,Refineries,Refineries,8.82,0.2,-0.69,18.5,-76.6,1.86,-2.66,7.99,14.7,31.2,11,417,7.41,50912,10.3,163.37,51,1.42,1.15,-0.39,-0.77,54.9,0,20.1,15.8,79763
Hindustan Tin Works Ltd,null,530315,530315,225,216.05,Packaging - Metallic,Packaging,13.7,0.55,-4.22,13.1,-45.7,1.1,-3.51,15.7,32.2,25.6,18,212,8.68,75.3,13.2,119.7,51,0.4,0.54,-0.92,0,41,0.03,10.6,-9.55,101
Hindustan Unilever Ltd,HINDUNILVR,500696,HINDUNILVR,673651,2867.1,Personal Care - Multinational,FMCG,65.2,11,1.26,0.29,1.99,13.2,-1.87,4.32,15.6,23.2,-14,2832,43.8,51443,3.25,2227.75,-64,0.03,0.02,2.61,-2.61,61.9,0,24.7,2.16,53744
Hindustan Zinc Ltd,HINDZINC,500188,HINDZINC,209766,496.45,Metal - Zinc,Non Ferrous Metals,25.7,7.27,-7.33,-13.2,15.1,13.8,3.41,-4.51,-25,71.5,3,500,14.3,16808,38.5,295.3,19,0.57,0.22,0.07,-0.07,64.9,0,45.3,-18.3,18151
Hindusthan National Glass & Industries Ltd,HINDNATGLS,515145,HINDNATGLS,218,24.34,Glass - Containers / Others,Glass & Glass Products,0.97,0.09,-4.71,1495,240,-0.26,10.2,28.2,17.1,27.8,0,22,9.98,1775,5.84,14.1,2,-2.72,-5.22,0,0,70.7,0,18.8,2790,1446
Hindusthan Urban Infrastructure Ltd,null,539984,539984,392,2720.05,Electric Equipment - General - Medium / Small,Capital Goods-Non Electrical Equipment,null,0.69,7.21,40.2,11.4,1.1,1.48,-4.89,8.13,22.3,-9,2821,44.4,404,23.4,2112,-22,1.02,0.6,0,0,75,0.06,-1.82,31.6,367
Hindware Home Innovation Ltd,HINDWAREAP,542905,HINDWAREAP,2493,344.8,Trading - Medium / Small,Retail,67.2,0.9,-1.85,-40.3,-100,4.17,-5.33,-5.65,-9.14,-0.03,-8,370,13.6,157,41.7,339.7,-37,1.75,0.73,-1.94,1.01,51.3,0,10.6,-34.1,918
Hitachi Energy India Ltd,POWERINDIA,543187,POWERINDIA,55894,13188.35,Electric Equipment - Transformers,Capital Goods - Electrical Equipment,326,10.4,23,81.1,-90.8,41.1,15.3,11.5,18.9,98.8,14,12091,147,656,8.3,3984.6,60,0.16,0.04,1.01,0.5,75,0,17,76.5,695
Hitech Corporation Ltd,HITECHCORP,526217,HITECHCORP,388,225.93,Packaging - Plastic Containers,Packaging,21.7,0.7,-1.25,-38,-39,1.48,2.75,-0.87,5.49,13.7,-8,227,6.68,243,26.9,198.9,-41,0.31,0.61,0,0.08,74.4,0,12.9,-31.2,250
